GRD Ref,Parent,Source Title,Short Source Title,Source Description,Archival Ref,Archive,Type
Th19/324,,"Will of Elizabeth Clerke, Thorp Arch, 22 October 1552","Elizabeth Clerke's will, 1552",,Prob Reg 13 f. 927,Borthwick Institute for Archives,Archival
Th19/328,,"Will of John Scoott, Thorp Arch, 12 November 1552","John Scoott's will, 1552",,Prob Reg 13 f. 938,Borthwick Institute for Archives,Archival
Th19/33,,"Will of Robert Graunte, Houghton bur. Castleford, 10 March 1540","Robert Graunte's will, 1540",,Prob Reg 11 f. 520,Borthwick Institute for Archives,Archival
Th19/332,,"Will of William Wattes, Wakefield, 17 February 1552","William Wattes' will, 1552",,Prob Reg 13 f. 954,Borthwick Institute for Archives,Archival
Th19/340,,"Will of Robert Goodale, Birstall, 8 May 1553","Robert Goodale's will, 1553",,Prob Reg 13 f. 981,Borthwick Institute for Archives,Archival
Th19/35,,"Will of William Grege, Beeston p. Leeds, 29 April 1541","William Grege's will, 1541",,Prob Reg 11 f. 522,Borthwick Institute for Archives,Archival
Th19/37,,"Will of Jennet Rosse, Pontefract, 30 March 1541","Jennet Rosse's will, 1541",,Prob Reg 11 f. 524,Borthwick Institute for Archives,Archival
Th19/39,,"Will of William Shelito, Whitwood p. Featherstone, 20 June 1541","William Shelito's will, 1541",,Prob Reg 11 f. 541,Borthwick Institute for Archives,Archival
Th19/4,,"Will of John Talior, Westerton p. Woodkirk, 11 June 1539","John Talior's will, 1539",,Prob Reg 11 f. 372,Borthwick Institute for Archives,Archival
Th19/43,,"Will of Lawrence Kighley, New Hall p. Otley, 11 February 1540","Lawrence Kighley's will, 1540",,Prob Reg 11 f. 542,Borthwick Institute for Archives,Archival
Th19/48/1,,"Will of John Smyth, Monk Fryston, 30 July 1541","John Smyth's will, 1541",,Prob Reg 11 f. 561,Borthwick Institute for Archives,Archival
Th19/48/2,,"Will of James Walker, Leeds, 30 July 1541","James Walker's will, 1541",,Prob Reg 11 f. 561,Borthwick Institute for Archives,Archival
Th19/49,,"Will of Sibell Lyndley, Lethley, 23 July 1541","Sibell Lyndley's will, 1541",,Prob Reg 11 f. 562,Borthwick Institute for Archives,Archival
Th19/50/1,,"Will of Elizabeth Smythe, Leeds, 19 September 1541","Elizabeth Smythe's will, 1541",,Prob Reg 11 f. 562,Borthwick Institute for Archives,Archival
Th19/50/2,,"Will of Edward Turrie, Pontefract, 7 September 1541","Edward Turrie's will, 1541",,Prob Reg 11 f. 565,Borthwick Institute for Archives,Archival
Th19/57,,"Will of Edmunde Hanson, Wakefield, 17 December 1541","Edmunde Hanson's will, 1541",,Prob Reg 11 f. 589,Borthwick Institute for Archives,Archival
Th19/59,,"Will of Sir Thomas Bartlott, Leeds, 20 June 1542","Sir Thomas Bartlott's will, 1542",,Prob Reg 11 f. 607,Borthwick Institute for Archives,Archival
Th19/67,,"Will of James Thornton, Denton p. Otley, 23 March 1542/3","James Thornton's will, 1542/3",,Prob Reg 11 f. 623,Borthwick Institute for Archives,Archival
Th19/76,,"Will of William Morley, Bramley p. Leeds, 19 December 1542","William Morley's will, 1542",,Prob Reg 11 f. 646,Borthwick Institute for Archives,Archival
Th19/79,,"Will of John Kighley, Newall bur. Otley, 24 February 1542","John Kighley's will, 1542",,Prob Reg 11 f. 653,Borthwick Institute for Archives,Archival
Th19/8,,"Will of Elisabeth Casson, Leeds, 6 February 1539","Elisabeth Casson's will, 1539",,Prob Reg 11 f. 406,Borthwick Institute for Archives,Archival
Th19/80/1,,"Will of Margaret Thwates, Leeds, 22 February 1542","Margaret Thwates' will, 1542",,Prob Reg 11 f. 654 ,Borthwick Institute for Archives,Archival
Th19/80/2,,"Will of Agnes Walker, Wike p. Bristall, 12 March 1542","Agnes Walker's will, 1542",,Prob Reg 11 f. 656,Borthwick Institute for Archives,Archival
Th19/84,,"Will of William Arthington, Adel, 5 April 1543","William Arthington's will, 1543",,Prob Reg 11 f. 669,Borthwick Institute for Archives,Archival
Th19/86,,"Will of Thomas Smythson, Normanton, 9 June 1543","Thomas Smythson's will, 1543",,Prob Reg 11 f. 678,Borthwick Institute for Archives,Archival
Th19/87,,"Will of John Grenwode, Hoghton p. Castleford, 25 May 1543","John Grenwode's will, 1543",,Prob Reg 11 f. 680,Borthwick Institute for Archives,Archival
Th19/9,,"Will of Richard Peis, Little Preston p. Kippax, 27 February 1539","Richard Peis' will, 1539",,Prob Reg 11 f. 406,Borthwick Institute for Archives,Archival
Th19/90,,"Will of Martyne Morres, Potter Newton bur. Leeds, 4 August 1543","Martyne Morres' will, 1543",,Prob Reg 11 f. 712,Borthwick Institute for Archives,Archival
Th19/92,,"Will of Thomas Quardale, Barkiston p. Sherburn, 17 October 1543","Thomas Quardale's will, 1543",,Prob Reg 11 f. 714,Borthwick Institute for Archives,Archival
Th19/96,,"Will of Christofer Naylor, Ardslawe, 23 January 1543","Christofer Naylor's will, 1543",,Prob Reg 11 f. 721,Borthwick Institute for Archives,Archival
Th2/100,,"Will of William Darlay, Leeds, 3 August 1448","William Darlay's will, 1448",,Prob Reg 2 f. 176,Borthwick Institute for Archives,Archival
Th2/225,,"Roundhay manor: reeves' accounts, with other manors",Roundhay manor reeves' accounts,,DL 29/507/8227,The National Archives,Archival
Th2/227,,"Roundhay manor: reeves' accounts, with other manors",Roundhay manor reeves' accounts,,DL 29/507/8227,The National Archives,Archival
Th2/98,,"Will of John Weste, Roundhay Grange bur. Bramham, [1393]","John Weste's will, [1393]",,Prob Reg 1 f. 64,Borthwick Institute for Archives,Archival
Th27/1,,"Will of Percevall Lynley, Pontefract, 6 June 1554","Percevall Lynley's will, 1554",,Prob Reg 14 f. 10,Borthwick Institute for Archives,Archival
Th27/10,,"Will of William Scoles, Thorpe on the Hill p. Rothwell, 31 October 1555","William Scoles' will, 1555",,Prob Reg 14 f. 75,Borthwick Institute for Archives,Archival
Th27/104,,"Will of Hugh Atkynson, Castleford, 11 June 1557","Hugh Atkynson's will, 1557",,Prob Reg 15 pt 1 f. 288,Borthwick Institute for Archives,Archival
Th27/105,,"Will of Alison Dynnys, Hoddelston bur. Sherburn, 15 June 1557","Alison Dynnys' will, 1557",,Prob Reg 15 pt 1 f. 292,Borthwick Institute for Archives,Archival
Th27/109,,"Will of Edmund Parker, Rothwell Hay, 26 July 1557","Edmund Parker's will, 1557",,Prob Reg 15 pt 1 f. 318,Borthwick Institute for Archives,Archival
Th27/111,,"Will of Richard Holinges, Creskeld p. Adle, 15 September 1557","Richard Holinges' will, 1557",,Prob Reg 15 pt 1 f. 332,Borthwick Institute for Archives,Archival
Th27/121,,"Will of John Bosswell, Sherburn, 28 September 1557","John Bosswell's will, 1557",,Prob Reg 15 pt 1 f. 371,Borthwick Institute for Archives,Archival
Th27/122/1,,"Will of Agnes Sykes, South Milford, 28 September 1557","Agnes Sykes' will, 1557",,Prob Reg 15 pt 1 f. 371,Borthwick Institute for Archives,Archival
Th27/122/2,,"Will of Thomas Wylkinson, Allerton p. Kippax, 28 September 1557","Thomas Wylkinson's will, 1557",,Prob Reg 15 pt 1 f. 371,Borthwick Institute for Archives,Archival
Th27/123,,"Will of Christopher Feyld, Wakefield, 18 December 1557","Christopher Feyld's will, 1557",,Prob Reg 15 pt 2 f. 37,Borthwick Institute for Archives,Archival
Th27/124,,"Will of Christopher Feyld, Wakefield, 18 December 1557","Christopher Feyld's will, 1557",,Prob Reg 15 pt 2 f. 37,Borthwick Institute for Archives,Archival
Th27/128,,"Will of Thomas Ward, Over Yeadon p. Guiseley, 6 December 1557","Thomas Ward's will, 1557",,Prob Reg 15 pt 2 f. 84,Borthwick Institute for Archives,Archival
Th27/13,,"Will of William Cowarde, Pontefract, 13 December 1554","William Cowarde's will, 1554",,Prob Reg 14 f. 96,Borthwick Institute for Archives,Archival
Th27/131,,"Will of John Fentyman, Swillington, 1 December 1557","John Fentyman's will, 1557",,Prob Reg 15 pt 2 f. 85,Borthwick Institute for Archives,Archival
Th27/134/1,,"Will of Brian Bramman, Ledston bur. Kippax, 1 December 1557","Brian Bramman's will, 1557",,Prob Reg 15 pt 2 f. 86,Borthwick Institute for Archives,Archival
Th27/134/2,,"Will of Robert Graue, Pontefract, 9 November 1557","Robert Graue's will, 1557",,Prob Reg 15 pt 2 f. 90,Borthwick Institute for Archives,Archival
Th27/135,,"Will of Elizabeth Blathwayt, East Keswick p. Harwood, 14 December 1557","Elizabeth Blathwayt's will, 1557",,Prob Reg 15 pt 2 f. 94,Borthwick Institute for Archives,Archival
Th27/146,,"Will of Anne Emson, Newton Kyme, 21 January 1557","Anne Emson's will, 1557",,Prob Reg 15 pt 2 f. 155,Borthwick Institute for Archives,Archival
Th27/150,,"Will of Isabell Cockell, Wakefield, 27 April 1558","Isabell Cockell's will, 1558",,Prob Reg 15 pt 2 f. 189,Borthwick Institute for Archives,Archival
Th27/152,,"Will of John Jackson, Monkhill in Pontefract, 27 April 1558","John Jackson's will, 1558",,Prob Reg 15 pt 2 f. 189,Borthwick Institute for Archives,Archival
Th27/161,,"Will of William Ashburne, Sherburn, 26 April 1558","William Ashburne's will, 1558",,Prob Reg 15 pt 2 f. 235,Borthwick Institute for Archives,Archival
Th27/165,,"Will of Alison Navitt, South Milford, 26 April 1558","Alison Navitt's will, 1558",,Prob Reg 15 pt 2 f. 238,Borthwick Institute for Archives,Archival
Th27/166,,"Will of Robert Turpine, Monk Fryston, 26 April 1558","Robert Turpine's will, 1558",,Prob Reg 15 pt 2 f. 238,Borthwick Institute for Archives,Archival
Th27/167,,"Will of Robert Turpine, Monk Fryston, 26 April 1558","Robert Turpine's will, 1558",,Prob Reg 15 pt 2 f. 238,Borthwick Institute for Archives,Archival
Th27/169,,"Will of Thomas Lethum, South Milford bur. Sherburn, 12 July 1558","Thomas Lethum's will, 1558",,Prob Reg 15 pt 2 f. 313,Borthwick Institute for Archives,Archival
Th27/173,,"Will of Jenet Hemmyngway, Hillom bur. Monk Fryston, 12 July 1558","Jenet Hemmyngway's will, 1558",,Prob Reg 15 pt 2 f. 314,Borthwick Institute for Archives,Archival
Th27/175,,"Will of Margaret Parker, Rothwell Hagg, 15 July 1558","Margaret Parker's will, 1558",,Prob Reg 15 pt 2 f. 322,Borthwick Institute for Archives,Archival
Th27/177,,"Will of Elizabeth Smalpaige, Wakefield, 1 July 1558","Elizabeth Smalpaige's will, 1558",,Prob Reg 15 pt 2 f. 329,Borthwick Institute for Archives,Archival
Th27/188,,"Will of Richard Broke, Adwalton p. Birstall, 5 October 1558","Richard Broke's will, 1558",,Prob Reg 15 pt 3 f. 41,Borthwick Institute for Archives,Archival
Th27/194/1,,"Will of John Walker, Ledsham, 4 October 1558","John Walker's will, 1558",,Prob Reg 15 pt 3 f. 58,Borthwick Institute for Archives,Archival
Th27/194/2,,"Will of Edward Halylye, Sherburn, 4 October 1558","Edward Halylye's will, 1558",,Prob Reg 15 pt 3 f. 58,Borthwick Institute for Archives,Archival
Th27/195,,"Will of Edward Beuerley, Whitkirk, 4 October 1558","Edward Beuerley's will, 1558",,Prob Reg 15 pt 3 f. 58,Borthwick Institute for Archives,Archival
Th27/198,,"Will of Sir Edward Pomfret als. Heptonstall, Leeds, 4 October 1558","Sir Edward Pomfret als Heptonstall's will, 1558",,Prob Reg 15 pt 3 f. 59,Borthwick Institute for Archives,Archival
Th27/20,,"Will of Thomas Williamson, Mickefield p. Sherburn, 14 November 1555","Thomas Williamson's will, 1555",,Prob Reg 14 f. 200,Borthwick Institute for Archives,Archival
Th27/201,,"Will of Hugh Atkinson, Pontefract, 5 October 1558","Hugh Atkinson's will, 1558",,Prob Reg 15 pt 3 f. 63,Borthwick Institute for Archives,Archival
Th27/21-2,,"Will of Robert Walton, Pontefract, 12 August 1555","Robert Walton's will, 1555",,Prob Reg 14 f. 206,Borthwick Institute for Archives,Archival
Th27/214,,"Will of William Hobson, Poole bur. Otley, 17 September 1558","William Hobson's will, 1558",,Prob Reg 15 pt 3 f. 106,Borthwick Institute for Archives,Archival
Th27/216,,"Will of Agnes Dawson, Burley p. Leeds, 17 November 1558","Agnes Dawson's will, 1558",,Prob Reg 15 pt 3 f. 111,Borthwick Institute for Archives,Archival
Th27/217,,"Will of James Kitson, Wortley p. Leeds, 17 November 1558","James Kitson's will, 1558",,Prob Reg 15 pt 3 f. 111,Borthwick Institute for Archives,Archival
Th27/219,,"Will of Agnes Otes, Bargraunge p. Leeds, 17 November 1558","Agnes Otes' will, 1558",,Prob Reg 15 pt 3 f. 112,Borthwick Institute for Archives,Archival
Th27/22,,"Will of Robert Walton, Pontefract, 12 August 1555","Robert Walton's will, 1555",,Prob Reg 14 f. 206,Borthwick Institute for Archives,Archival
Th27/220,,"Will of Richard Johnson, Ledsham, 17 November 1558","Richard Johnson's will, 1558",,Prob Reg 15 pt 3 f. 112,Borthwick Institute for Archives,Archival
Th27/225,,"Will of Elizabeth Leake, Ledstone bur. Ledsham, 17 November 1558","Elizabeth Leake's will, 1558",,Prob Reg 15 pt 3 f. 114,Borthwick Institute for Archives,Archival
Th27/227,,"Will of Thomas Nelson, Monk Fryston, 17 November 1558","Thomas Nelson's will, 1558",,Prob Reg 15 pt 3 f. 116,Borthwick Institute for Archives,Archival
Th27/230,,"Will of Jane Thornell, Burley p. Otley, 23 November 1558","Jane Thornell's will, 1558",,Prob Reg 15 pt 3 f. 129,Borthwick Institute for Archives,Archival
Th27/234,,"Will of Jennet Ardington, Pontefract, 28 November 1558","Jennet Ardington's will, 1558",,Prob Reg 15 pt 3 f. 136,Borthwick Institute for Archives,Archival
Th27/235,,"Will of Elizabeth Gygges, Knottingley bur. Pontefract, 28 November 1558","Elizabeth Gygges' will, 1558",,Prob Reg 15 pt 3 f. 136,Borthwick Institute for Archives,Archival
Th27/240,,"Will of Henry Burton, Bardsey, 11 January 1558","Henry Burton's will, 1558",,Prob Reg 15 pt 3 f. 169,Borthwick Institute for Archives,Archival
Th27/245,,"Will of Elizabeth Nelstroppe, Huddleston bur. Sherburn, 11 January 1558","Elizabeth Nelstroppe's will, 1558",,Prob Reg 15 pt 3 f. 172,Borthwick Institute for Archives,Archival
Th27/248,,"Will of John Vicars, Acton p. Featherstone, 12 January 1558","John Vicars' will, 1558",,Prob Reg 15 pt 3 f. 173,Borthwick Institute for Archives,Archival
Th27/253,,"Will of Richard Leight, Holbeck bur. Leeds, 20 March 1558","Richard Leight's will, 1558",,Prob Reg 15 pt 3 f. 252,Borthwick Institute for Archives,Archival
Th27/257,,"Will of Brian Bradforde, Stanley bur. Wakefield, 6 February 1558","Brian Bradforde's will, 1558",,Prob Reg 15 pt 3 f. 257,Borthwick Institute for Archives,Archival
Th27/259,,"Will of Lyonell Nailler, Wakefield, 6 February 1558","Lyonell Nailler's will, 1558",,Prob Reg 15 pt 3 f. 258,Borthwick Institute for Archives,Archival
Th27/260,,"Will of Robert Smythe, Aberford, 6 February 1558","Robert Smythe's will, 1558",,Prob Reg 15 pt 3 f. 265,Borthwick Institute for Archives,Archival
Th27/264,,"Will of John Pecke, Wakefield, 17 February 1558","John Pecke's will, 1558",,Prob Reg 15 pt 3 f. 273,Borthwick Institute for Archives,Archival
Th27/266,,"Will of John Lilburne, Fairburn p. Ledsham, 20 March 1558","John Lilburne's will, 1558",,Prob Reg 15 pt 3 f. 289,Borthwick Institute for Archives,Archival
Th27/269,,"Will of William Wilson, Pomfrett, 22 March 1558","William Wilson's will, 1558",,Prob Reg 15 pt 3 f. 293,Borthwick Institute for Archives,Archival
Th27/27,,"Will of Anthony Hamonde, Skarthingwell p. Saxton, 2 November 1555","Anthony Hamonde's will, 1555",,Prob Reg 14 f. 246,Borthwick Institute for Archives,Archival
Th27/272,,"Will of Richard Brownye, Standley bur. Wakefield, 22 March 1558","Richard Brownye's will, 1558",,Prob Reg 15 pt 3 f. 296,Borthwick Institute for Archives,Archival
Th27/274/1,,"Will of William Clough, East Keswick bur. Bardsey, 11 April 1559","William Clough's will, 1559",,Prob Reg 15 pt 3 f. 332,Borthwick Institute for Archives,Archival
